,SRC_ADD,DES_ADD,PKT_ID,FROM_NODE,TO_NODE,PKT_TYPE,PKT_SIZE,FLAGS,FID,SEQ_NUMBER,NUMBER_OF_PKT,NUMBER_OF_BYTE,NODE_NAME_FROM,NODE_NAME_TO,PKT_IN,PKT_OUT,PKT_R,PKT_DELAY_NODE,PKT_RATE,BYTE_RATE,PKT_AVG_SIZE,UTILIZATION,PKT_DELAY,PKT_SEND_TIME,PKT_RESEVED_TIME,FIRST_PKT_SENT,LAST_PKT_RESEVED,PKT_CLASS
15237,6.0,24.6,441066.0,21.0,23.0,tcp,1540.0,-------,7.0,12629.0,16091.0,24780100.0,Switch1,Router,39.470066,39.470066,39.480189,0.0,328.192835,505416.0,1540.0,0.236321,0.0,39.459943,39.490312,1.0,50.029102,Normal
15238,9.0,24.9,545610.0,23.0,24.0,tcp,1540.0,-------,10.0,15257.0,16085.0,24770900.0,Router,server1,47.499546,47.499546,47.509669,0.0,328.063862,505218.0,1540.0,0.236234,0.0,47.479299,47.509669,1.0,50.030088,Normal
15239,24.7,7.0,254549.0,21.0,7.0,ack,55.0,-------,8.0,7916.0,16090.0,884950.0,Switch1,clien-7,25.16915,25.16915,25.179154,0.0,328.167767,18049.2,55.0,0.00844,0.0,25.149144,25.179154,1.030051,50.059851,Normal
15240,24.4,4.0,408406.0,21.0,4.0,ack,55.0,-------,5.0,11797.0,16091.0,885005.0,Switch1,clien-4,36.974007,36.974007,36.98401,0.0,328.218006,18052.0,55.0,0.00844,0.0,36.954001,36.98401,1.030035,50.055377,Normal
15241,9.0,24.9,121109.0,21.0,23.0,tcp,1540.0,-------,10.0,3777.0,16085.0,24770900.0,Switch1,Router,12.62992,12.62992,12.640043,0.0,328.063862,505218.0,1540.0,0.236234,0.0,12.619797,12.650166,1.0,50.030088,Normal
15242,24.11,11.0,511167.0,24.0,23.0,ack,55.0,-------,12.0,14394.0,16103.0,885665.0,server1,Router,44.838237,44.838237,44.84824,0.0,328.522947,18068.8,55.0,0.008446,0.0,44.838237,44.868246,1.030019,50.046382,Normal
15243,24.7,7.0,230598.0,24.0,23.0,ack,55.0,-------,8.0,7183.0,16090.0,884950.0,server1,Router,22.924532,22.924532,22.934536,0.0,328.167767,18049.2,55.0,0.00844,0.0,22.924532,22.954542,1.030051,50.059851,Normal
15244,24.6,6.0,8721.0,23.0,21.0,ack,55.0,-------,7.0,263.0,16091.0,885005.0,Router,Switch1,2.040946,2.040946,2.050949,0.0,328.19309,18050.6,55.0,0.00844,0.0,2.030942,2.060952,1.030048,50.059112,Normal
15245,24.13,13.0,74649.0,22.0,13.0,ack,55.0,-------,14.0,2325.0,16103.0,885665.0,Switch2,clien-13,8.262122,8.262122,8.272125,0.0,328.460278,18065.3,55.0,0.008446,0.0,8.242115,8.272125,1.030032,50.055747,Normal
15246,24.8,8.0,88079.0,24.0,23.0,ack,55.0,-------,9.0,2734.0,16088.0,884840.0,server1,Router,9.507368,9.507368,9.517371,0.0,328.113525,18046.2,55.0,0.008438,0.0,9.507368,9.537378,1.030054,50.061864,Normal
15247,9.0,24.9,271219.0,9.0,21.0,tcp,1540.0,-------,10.0,8348.0,16085.0,24770900.0,clien-9,Switch1,26.430818,26.430818,26.440941,0.0,328.063862,505218.0,1540.0,0.236234,0.0,26.430818,26.461187,1.0,50.030088,Normal
15248,1.0,24.1,399897.0,1.0,21.0,tcp,1540.0,-------,2.0,11594.0,16091.0,24780100.0,clien-1,Switch1,36.302709,36.302709,36.312832,0.0,328.297855,505578.0,1540.0,0.236321,0.0,36.302709,36.333078,1.0,50.013418,Normal
15249,9.0,24.9,137323.0,9.0,21.0,tcp,1540.0,-------,10.0,4288.0,16085.0,24770900.0,clien-9,Switch1,14.142259,14.142259,14.152382,0.0,328.063862,505218.0,1540.0,0.236234,0.0,14.142259,14.172628,1.0,50.030088,Normal
15250,6.1,24.26,597520.0,21.0,23.0,cbr,1000.0,-------,27.0,4062.0,6250.0,6250000.0,Switch1,Router,57.50608,57.50656,57.51664,0.00048,124.942027,124942.0,1000.0,0.059605,0.00096,57.496,57.5272,25.0,75.0232,Normal
15251,14.1,24.34,623538.0,22.0,23.0,cbr,1000.0,-------,35.0,5354.0,6250.0,6250000.0,Switch2,Router,67.84208,67.8424,67.85248,0.00032,124.942626,124943.0,1000.0,0.059605,0.00072,67.832,67.86296,25.0,75.02296,Normal
15252,24.1,1.0,196532.0,24.0,23.0,ack,55.0,-------,2.0,6130.0,16091.0,885005.0,server1,Router,19.71978,19.71978,19.729784,0.0,328.297902,18056.4,55.0,0.00844,0.0,19.71978,19.74979,1.030016,50.043427,Normal
15253,19.1,24.39,619627.0,19.0,22.0,cbr,1000.0,-------,40.0,5160.0,6250.0,6250000.0,clien-19,Switch2,66.28,66.28,66.29008,0.0,124.940628,124941.0,1000.0,0.059605,0.00152,66.28,66.31176,25.0,75.02376,Normal
15254,24.4,4.0,341706.0,24.0,23.0,ack,55.0,-------,5.0,10115.0,16091.0,885005.0,server1,Router,31.837829,31.837829,31.847832,0.0,328.218006,18052.0,55.0,0.00844,0.0,31.837829,31.867838,1.030035,50.055377,Normal
15255,24.8,8.0,319709.0,24.0,23.0,ack,55.0,-------,9.0,9555.0,16088.0,884840.0,server1,Router,30.149887,30.149887,30.15989,0.0,328.113525,18046.2,55.0,0.008438,0.0,30.149887,30.179897,1.030054,50.061864,Normal
15256,5.0,24.5,241811.0,23.0,24.0,tcp,1540.0,-------,6.0,7546.0,16091.0,24780100.0,Router,server1,24.000372,24.000372,24.010496,0.0,328.204637,505434.0,1540.0,0.236321,0.0,23.980126,24.010496,1.0,50.027339,Normal
15257,7.1,24.27,362059.0,7.0,21.0,cbr,1000.0,-------,28.0,1050.0,6250.0,6250000.0,clien-7,Switch1,33.4,33.4,33.41008,0.0,124.941627,124942.0,1000.0,0.059605,0.001204,33.4,33.431444,25.0,75.02336,Normal
15258,9.0,24.9,216037.0,21.0,23.0,tcp,1540.0,-------,10.0,6732.0,16085.0,24770900.0,Switch1,Router,21.565309,21.565309,21.575432,0.0,328.063862,505218.0,1540.0,0.236234,0.0,21.555186,21.585555,1.0,50.030088,Normal
15259,24.1,1.0,276492.0,21.0,1.0,ack,55.0,-------,2.0,8480.0,16091.0,885005.0,Switch1,clien-1,26.85332,26.85332,26.863323,0.0,328.297902,18056.4,55.0,0.00844,0.0,26.833314,26.863323,1.030016,50.043427,Normal
15260,24.1,10.0,332704.0,22.0,10.0,ack,55.0,-------,11.0,9902.0,16103.0,885665.0,Switch2,clien-10,31.166326,31.166326,31.17633,0.0,328.561918,18070.9,55.0,0.008446,0.0,31.14632,31.17633,1.030013,50.040562,Normal
15261,0.0,24.0,527384.0,23.0,24.0,tcp,1540.0,-------,1.0,14803.0,16091.0,24780100.0,Router,server1,46.101026,46.101949,46.112072,0.000923,328.316229,505606.0,1540.0,0.236321,0.001599,46.080102,46.112072,1.0,50.010675,Normal
15262,24.11,11.0,274082.0,24.0,23.0,ack,55.0,-------,12.0,8413.0,16103.0,885665.0,server1,Router,26.648728,26.648728,26.658731,0.0,328.522947,18068.8,55.0,0.008446,0.0,26.648728,26.678738,1.030019,50.046382,Normal
15263,24.12,12.0,189892.0,23.0,22.0,ack,55.0,-------,13.0,5918.0,16103.0,885665.0,Router,Switch2,19.101771,19.101771,19.111774,0.0,328.491596,18067.0,55.0,0.008446,0.0,19.091768,19.121778,1.030026,50.051067,Normal
15264,24.1,10.0,255792.0,22.0,10.0,ack,55.0,-------,11.0,7957.0,16103.0,885665.0,Switch2,clien-10,25.26552,25.26552,25.275523,0.0,328.561918,18070.9,55.0,0.008446,0.0,25.245514,25.275523,1.030013,50.040562,Normal
15265,24.14,14.0,216908.0,24.0,23.0,ack,55.0,-------,15.0,6760.0,16103.0,885665.0,server1,Router,21.63447,21.63447,21.644474,0.0,328.432001,18063.8,55.0,0.008446,0.0,21.63447,21.66448,1.030038,50.059974,Normal
15266,11.0,24.12,37574.0,22.0,23.0,ping,65535.0,-------,0.0,-1.0,210.0,13762400.0,switch2,router,36.015243,36.020486,36.035728,0.005243,23.175081,1518780.0,65535.2,0.131248,0.061457,36.0,36.061457,0.0,9.061457,Smurf
15267,24.1,1.0,473392.0,21.0,1.0,ack,55.0,-------,2.0,13439.0,16091.0,885005.0,Switch1,clien-1,41.9586,41.9586,41.968603,0.0,328.297902,18056.4,55.0,0.00844,0.0,41.938594,41.968603,1.030016,50.043427,Normal
15268,24.9,9.0,188778.0,24.0,23.0,ack,55.0,-------,10.0,5879.0,16085.0,884675.0,server1,Router,18.990482,18.990482,19.000485,0.0,328.064183,18043.5,55.0,0.008437,0.0,18.990482,19.020491,1.030058,50.060098,Normal
15269,2.1,24.22,617825.0,23.0,24.0,cbr,1000.0,-------,23.0,5071.0,6250.0,6250000.0,Router,server1,65.58832,65.58848,65.59856,0.00016,124.943625,124944.0,1000.0,0.059605,0.00032,65.568,65.59856,25.0,75.02256,Normal
15270,11.0,24.11,431482.0,22.0,23.0,tcp,1540.0,-------,12.0,12402.0,16103.0,24798600.0,Switch2,Router,38.736173,38.736173,38.746296,0.0,328.522879,505925.0,1540.0,0.236498,0.0,38.72605,38.756419,1.0,50.016373,Normal
15271,24.2,2.0,244009.0,21.0,2.0,ack,55.0,-------,3.0,7604.0,16091.0,885005.0,Switch1,clien-2,24.20852,24.20852,24.218523,0.0,328.26412,18054.5,55.0,0.00844,0.0,24.188514,24.218523,1.030022,50.048477,Normal
15272,15.0,24.15,162080.0,15.0,22.0,tcp,1540.0,-------,16.0,5061.0,16092.0,24781700.0,clien-15,Switch2,16.475151,16.475151,16.485274,0.0,328.205808,505437.0,1540.0,0.236337,0.0,16.475151,16.505521,1.0,50.030211,Normal
15273,11.1,24.31,316813.0,23.0,24.0,cbr,1000.0,-------,32.0,616.0,6250.0,6250000.0,Router,server1,29.948239,29.948362,29.958442,0.000123,124.943825,124944.0,1000.0,0.059605,0.000202,29.928,29.958442,25.0,75.02248,Normal
15274,24.2,2.0,438158.0,21.0,2.0,ack,55.0,-------,3.0,12545.0,16091.0,885005.0,Switch1,clien-2,39.257595,39.257595,39.267599,0.0,328.26412,18054.5,55.0,0.00844,0.0,39.237589,39.267599,1.030022,50.048477,Normal
15275,24.9,9.0,385154.0,24.0,23.0,ack,55.0,-------,10.0,11206.0,16085.0,884675.0,server1,Router,35.170517,35.170517,35.18052,0.0,328.064183,18043.5,55.0,0.008437,0.0,35.170517,35.200526,1.030058,50.060098,Normal
15276,8.2,24.5,63895.0,8.0,21.0,cbr,1500.0,-------,29.0,2448.0,9108.0,13662000.0,client-8,switch1,60.684571,60.684571,60.694691,0.0,1016.516723,1524780.0,1500.0,0.130291,0.03108,60.684571,60.715651,1.0,9.96001,UDP-Flood
15277,24.13,13.0,447516.0,24.0,23.0,ack,55.0,-------,14.0,12786.0,16103.0,885665.0,server1,Router,39.953429,39.953429,39.963432,0.0,328.460278,18065.3,55.0,0.008446,0.0,39.953429,39.983438,1.030032,50.055747,Normal
15278,6.0,24.6,66130.0,21.0,23.0,tcp,1540.0,-------,7.0,2065.0,16091.0,24780100.0,Switch1,Router,7.446302,7.446302,7.456426,0.0,328.192835,505416.0,1540.0,0.236321,0.0,7.436179,7.466549,1.0,50.029102,Normal
15279,24.13,13.0,247796.0,24.0,23.0,ack,55.0,-------,14.0,7725.0,16103.0,885665.0,server1,Router,24.545122,24.545122,24.555125,0.0,328.460278,18065.3,55.0,0.008446,0.0,24.545122,24.575131,1.030032,50.055747,Normal
15280,1.0,24.1,189797.0,1.0,21.0,tcp,1540.0,-------,2.0,5930.0,16091.0,24780100.0,clien-1,Switch1,19.085619,19.085619,19.095742,0.0,328.297855,505578.0,1540.0,0.236321,0.0,19.085619,19.115988,1.0,50.013418,Normal
15281,25.1,26.0,3536.0,25.0,26.0,tcp,55.0,-------,1.0,44.0,5630.0,309650.0,webcache,webserverlistin,4.279008,4.279008,4.309648,0.0,656.270166,36094.9,55.0,0.002953,0.03064,4.279008,4.309648,1.417136,9.99592,Normal
15282,10.1,24.3,584984.0,23.0,24.0,cbr,1000.0,-------,31.0,3439.0,6250.0,6250000.0,Router,server1,52.53216,52.53224,52.54232,8e-05,124.944225,124944.0,1000.0,0.059605,8e-05,52.512,52.54232,25.0,75.02232,Normal
15283,12.1,24.32,517672.0,23.0,24.0,cbr,1000.0,-------,33.0,2542.0,6250.0,6250000.0,Router,server1,45.357003,45.357882,45.367962,0.000879,124.943426,124943.0,1000.0,0.059605,0.001722,45.336,45.367962,25.0,75.02264,Normal
15284,19.1,24.39,268432.0,19.0,22.0,cbr,1000.0,-------,40.0,152.0,6250.0,6250000.0,clien-19,Switch2,26.216,26.216,26.22608,0.0,124.940628,124941.0,1000.0,0.059605,0.001587,26.216,26.247827,25.0,75.02376,Normal
15285,11.0,24.11,150564.0,23.0,24.0,tcp,1540.0,-------,12.0,4703.0,16103.0,24798600.0,Router,server1,15.411529,15.411529,15.421652,0.0,328.522879,505925.0,1540.0,0.236498,0.0,15.391282,15.421652,1.0,50.016373,Normal
15286,1.1,24.21,286869.0,23.0,24.0,cbr,1000.0,-------,22.0,329.0,6250.0,6250000.0,Router,server1,27.653003,27.65385,27.66393,0.000847,124.944025,124944.0,1000.0,0.059605,0.00169,27.632,27.66393,25.0,75.0224,Normal
15287,8.0,24.8,178161.0,23.0,24.0,tcp,1540.0,-------,9.0,5555.0,16088.0,24775500.0,Router,server1,18.010962,18.010962,18.021085,0.0,328.11323,505294.0,1540.0,0.236278,0.0,17.990715,18.021085,1.0,50.031854,Normal
15288,24.6,6.0,127950.0,24.0,23.0,ack,55.0,-------,7.0,3983.0,16091.0,885005.0,server1,Router,13.262466,13.262466,13.272469,0.0,328.19309,18050.6,55.0,0.00844,0.0,13.262466,13.292475,1.030048,50.059112,Normal
15289,7.2,24.49,32739.0,23.0,24.0,cbr,1500.0,-------,28.0,1317.0,9588.0,14382000.0,router,server1,31.5236,31.5236,31.53372,0.0,1066.08599,1599130.0,1500.0,0.137157,0.03072,31.503,31.53372,1.0,9.993646,UDP-Flood
15290,10.1,24.3,617353.0,23.0,24.0,cbr,1000.0,-------,31.0,5047.0,6250.0,6250000.0,Router,server1,65.39616,65.39624,65.40632,8e-05,124.944225,124944.0,1000.0,0.059605,8e-05,65.376,65.40632,25.0,75.02232,Normal
15291,18.1,24.38,327990.0,18.0,22.0,cbr,1000.0,-------,39.0,723.0,6250.0,6250000.0,clien-18,Switch2,30.784,30.784,30.79408,0.0,124.941028,124941.0,1000.0,0.059605,0.001293,30.784,30.815533,25.0,75.0236,Normal
15292,14.0,24.14,140257.0,23.0,24.0,tcp,1540.0,-------,15.0,4379.0,16103.0,24798600.0,Router,server1,14.438932,14.438932,14.449055,0.0,328.431807,505785.0,1540.0,0.236498,0.0,14.418685,14.449055,1.0,50.029965,Normal
15293,24.1,1.0,290762.0,24.0,23.0,ack,55.0,-------,2.0,8838.0,16091.0,885005.0,server1,Router,27.929338,27.929338,27.939341,0.0,328.297902,18056.4,55.0,0.00844,0.0,27.929338,27.959347,1.030016,50.043427,Normal
15294,3.0,24.3,526287.0,3.0,21.0,tcp,1540.0,-------,4.0,14781.0,16091.0,24780100.0,clien-3,Switch1,45.996002,45.996002,46.006125,0.0,328.240918,505490.0,1540.0,0.236321,0.000307,45.996002,46.026679,1.0,50.02192,Normal
15295,0.0,24.0,563932.0,0.0,21.0,tcp,1540.0,-------,1.0,15726.0,16091.0,24780100.0,clien-0,Switch1,48.883006,48.883006,48.89313,0.0,328.316229,505606.0,1540.0,0.236321,3e-06,48.883006,48.913379,1.0,50.010675,Normal
15296,10.0,24.1,6749.0,10.0,22.0,tcp,1540.0,-------,11.0,219.0,16103.0,24798600.0,clien-10,Switch2,1.847043,1.847043,1.857166,0.0,328.561898,505985.0,1540.0,0.236498,0.0,1.847043,1.877413,1.0,50.010552,Normal
15297,11.0,24.11,287965.0,23.0,24.0,tcp,1540.0,-------,12.0,8776.0,16103.0,24798600.0,Router,server1,27.735368,27.735368,27.745491,0.0,328.522879,505925.0,1540.0,0.236498,0.0,27.715122,27.745491,1.0,50.016373,Normal
15298,0.2,24.42,15835.0,0.0,21.0,cbr,1500.0,-------,21.0,609.0,9108.0,13662000.0,client-0,switch1,15.774857,15.775217,15.785337,0.00036,1016.54917,1524820.0,1500.0,0.130291,0.03396,15.774857,15.808817,1.0,9.959724,UDP-Flood
15299,2.1,24.22,424401.0,21.0,23.0,cbr,1000.0,-------,23.0,1648.0,6250.0,6250000.0,Switch1,Router,38.19408,38.19424,38.20432,0.00016,124.943625,124944.0,1000.0,0.059605,0.000419,38.184,38.214659,25.0,75.02256,Normal
15300,14.0,24.14,538024.0,23.0,24.0,tcp,1540.0,-------,15.0,15079.0,16103.0,24798600.0,Router,server1,46.917126,46.91808,46.928203,0.000954,328.431807,505785.0,1540.0,0.236498,0.001477,46.896357,46.928203,1.0,50.029965,Normal
15301,18.1,24.38,448742.0,23.0,24.0,cbr,1000.0,-------,39.0,1881.0,6250.0,6250000.0,Router,server1,40.0688,40.069531,40.079611,0.000731,124.941028,124941.0,1000.0,0.059605,0.001371,40.048,40.079611,25.0,75.0236,Normal
15302,13.2,24.55,67201.0,23.0,24.0,cbr,1500.0,-------,34.0,2576.0,9108.0,13662000.0,router,server1,63.778371,63.780051,63.790171,0.00168,1016.443439,1524670.0,1500.0,0.130291,0.0336,63.756571,63.790171,1.0,9.960656,UDP-Flood
15303,24.13,13.0,4625.0,23.0,22.0,ack,55.0,-------,14.0,136.0,16103.0,885665.0,Router,Switch2,1.654034,1.654034,1.664037,0.0,328.460278,18065.3,55.0,0.008446,0.0,1.64403,1.67404,1.030032,50.055747,Normal
15304,12.0,24.12,151726.0,22.0,23.0,tcp,1540.0,-------,13.0,4738.0,16103.0,24798600.0,Switch2,Router,15.509149,15.509149,15.519272,0.0,328.491489,505876.0,1540.0,0.236498,0.0,15.499026,15.529395,1.0,50.021057,Normal
15305,0.0,24.0,382127.0,23.0,24.0,tcp,1540.0,-------,1.0,11143.0,16091.0,24780100.0,Router,server1,34.95869,34.959074,34.969197,0.000384,328.316229,505606.0,1540.0,0.236321,0.000384,34.938443,34.969197,1.0,50.010675,Normal
15306,24.14,14.0,246401.0,23.0,22.0,ack,55.0,-------,15.0,7674.0,16103.0,885665.0,Router,Switch2,24.420438,24.420438,24.430442,0.0,328.432001,18063.8,55.0,0.008446,0.0,24.410435,24.440445,1.030038,50.059974,Normal
15307,24.1,1.0,517065.0,23.0,21.0,ack,55.0,-------,2.0,14537.0,16091.0,885005.0,Router,Switch1,45.29971,45.29971,45.309714,0.0,328.297902,18056.4,55.0,0.00844,0.0,45.289707,45.319717,1.030016,50.043427,Normal
15308,5.0,24.5,218066.0,21.0,23.0,tcp,1540.0,-------,6.0,6803.0,16091.0,24780100.0,Switch1,Router,21.754987,21.754987,21.76511,0.0,328.204637,505434.0,1540.0,0.236321,0.0,21.744864,21.775233,1.0,50.027339,Normal
15309,24.13,13.0,287196.0,23.0,22.0,ack,55.0,-------,14.0,8746.0,16103.0,885665.0,Router,Switch2,27.666051,27.666051,27.676054,0.0,328.460278,18065.3,55.0,0.008446,0.0,27.656048,27.686058,1.030032,50.055747,Normal
15310,4.1,24.24,606158.0,21.0,23.0,cbr,1000.0,-------,25.0,4491.0,6250.0,6250000.0,Switch1,Router,60.93808,60.9384,60.94848,0.00032,124.942826,124943.0,1000.0,0.059605,0.00064,60.928,60.95888,25.0,75.02288,Normal
15311,24.13,13.0,249732.0,23.0,22.0,ack,55.0,-------,14.0,7790.0,16103.0,885665.0,Router,Switch2,24.737864,24.737864,24.747867,0.0,328.460278,18065.3,55.0,0.008446,0.0,24.727861,24.757871,1.030032,50.055747,Normal
15312,1.2,24.43,7999.0,21.0,23.0,cbr,1500.0,-------,22.0,307.0,9108.0,13662000.0,switch1,router,8.470811,8.471411,8.481531,0.0006,1016.54293,1524810.0,1500.0,0.130291,0.0318,8.460571,8.492371,1.0,9.959779,UDP-Flood
15313,11.0,24.11,331168.0,23.0,24.0,tcp,1540.0,-------,12.0,9866.0,16103.0,24798600.0,Router,server1,31.047877,31.047877,31.058001,0.0,328.522879,505925.0,1540.0,0.236498,0.0,31.027631,31.058001,1.0,50.016373,Normal
15314,20.0,25.0,70859.0,21.0,23.0,tcp,55.0,-------,0.0,44.0,7085.0,389675.0,switch1,router,67.162221,67.162221,67.172224,0.0,94.7212,5209.67,55.0,0.003716,0.071283,67.131581,67.202864,1.201267,75.999728,SIDDOS
15315,0.1,24.2,613105.0,21.0,23.0,cbr,1000.0,-------,21.0,4836.0,6250.0,6250000.0,Switch1,Router,63.69808,63.69808,63.70816,0.0,124.944425,124944.0,1000.0,0.059605,0.0,63.688,63.71824,25.0,75.02224,Normal
15316,24.13,13.0,38618.0,23.0,22.0,ack,55.0,-------,14.0,1191.0,16103.0,885665.0,Router,Switch2,4.853389,4.853389,4.863392,0.0,328.460278,18065.3,55.0,0.008446,0.0,4.843386,4.873395,1.030032,50.055747,Normal
15317,24.6,6.0,494637.0,21.0,6.0,ack,55.0,-------,7.0,13965.0,16091.0,885005.0,Switch1,clien-6,43.589091,43.589091,43.599094,0.0,328.19309,18050.6,55.0,0.00844,0.0,43.569085,43.599094,1.030048,50.059112,Normal
15318,14.0,24.14,24877.0,22.0,23.0,tcp,1540.0,-------,15.0,782.0,16103.0,24798600.0,Switch2,Router,3.560843,3.560843,3.570966,0.0,328.431807,505785.0,1540.0,0.236498,0.0,3.55072,3.58109,1.0,50.029965,Normal
15319,17.1,24.37,593897.0,22.0,23.0,cbr,1000.0,-------,38.0,3882.0,6250.0,6250000.0,Switch2,Router,56.06608,56.06664,56.07672,0.00056,124.941427,124941.0,1000.0,0.059605,0.0012,56.056,56.08744,25.0,75.02344,Normal
15320,24.5,5.0,160477.0,21.0,5.0,ack,55.0,-------,6.0,5001.0,16091.0,885005.0,Switch1,clien-5,16.344266,16.344266,16.354269,0.0,328.204851,18051.3,55.0,0.00844,0.0,16.32426,16.354269,1.030042,50.057349,Normal
15321,5.1,24.25,583928.0,5.0,21.0,cbr,1000.0,-------,26.0,3387.0,6250.0,6250000.0,clien-5,Switch1,52.096,52.096,52.10608,0.0,124.942427,124942.0,1000.0,0.059605,0.0008,52.096,52.12704,25.0,75.02304,Normal
15322,6.1,24.26,594008.0,23.0,24.0,cbr,1000.0,-------,27.0,3888.0,6250.0,6250000.0,Router,server1,56.12464,56.12512,56.1352,0.00048,124.942027,124942.0,1000.0,0.059605,0.00096,56.104,56.1352,25.0,75.0232,Normal
15323,9.0,24.9,536879.0,21.0,23.0,tcp,1540.0,-------,10.0,15042.0,16085.0,24770900.0,Switch1,Router,46.818699,46.81913,46.829253,0.000431,328.063862,505218.0,1540.0,0.236234,0.001601,46.808576,46.840546,1.0,50.030088,Normal
15324,7.1,24.27,605060.0,23.0,24.0,cbr,1000.0,-------,28.0,4436.0,6250.0,6250000.0,Router,server1,60.50872,60.50928,60.51936,0.00056,124.941627,124942.0,1000.0,0.059605,0.00112,60.488,60.51936,25.0,75.02336,Normal
15325,24.8,8.0,34250.0,23.0,21.0,ack,55.0,-------,9.0,1057.0,16088.0,884840.0,Router,Switch1,4.445518,4.445518,4.455522,0.0,328.113525,18046.2,55.0,0.008438,0.0,4.435515,4.465525,1.030054,50.061864,Normal
15326,24.14,14.0,369484.0,24.0,23.0,ack,55.0,-------,15.0,10819.0,16103.0,885665.0,server1,Router,33.969499,33.969499,33.979502,0.0,328.432001,18063.8,55.0,0.008446,0.0,33.969499,33.999509,1.030038,50.059974,Normal
15327,24.4,4.0,198294.0,23.0,21.0,ack,55.0,-------,5.0,6180.0,16091.0,885005.0,Router,Switch1,19.893354,19.893354,19.903357,0.0,328.218006,18052.0,55.0,0.00844,0.0,19.88335,19.91336,1.030035,50.055377,Normal
15328,0.2,24.42,41908.0,0.0,21.0,cbr,1500.0,-------,21.0,1603.0,9108.0,13662000.0,client-0,switch1,40.058286,40.058406,40.068526,0.00012,1016.54917,1524820.0,1500.0,0.130291,0.08645,40.058286,40.144736,1.0,9.959724,UDP-Flood
15329,14.1,24.34,605367.0,23.0,24.0,cbr,1000.0,-------,35.0,4451.0,6250.0,6250000.0,Router,server1,60.62848,60.62888,60.63896,0.0004,124.942626,124943.0,1000.0,0.059605,0.00072,60.608,60.63896,25.0,75.02296,Normal
15330,11.1,24.31,621982.0,22.0,23.0,cbr,1000.0,-------,32.0,5277.0,6250.0,6250000.0,Switch2,Router,67.22608,67.22616,67.23624,8e-05,124.943825,124944.0,1000.0,0.059605,0.00024,67.216,67.24648,25.0,75.02248,Normal
15331,24.12,12.0,431140.0,22.0,12.0,ack,55.0,-------,13.0,12376.0,16103.0,885665.0,Switch2,clien-12,38.719003,38.719003,38.729006,0.0,328.491596,18067.0,55.0,0.008446,0.0,38.698997,38.729006,1.030026,50.051067,Normal
15332,15.0,24.15,476543.0,23.0,24.0,tcp,1540.0,-------,16.0,13524.0,16092.0,24781700.0,Router,server1,42.202451,42.202451,42.212574,0.0,328.205808,505437.0,1540.0,0.236337,0.0,42.182205,42.212574,1.0,50.030211,Normal
15333,15.0,24.15,517437.0,23.0,24.0,tcp,1540.0,-------,16.0,14553.0,16092.0,24781700.0,Router,server1,45.33984,45.33984,45.349963,0.0,328.205808,505437.0,1540.0,0.236337,0.0,45.319594,45.349963,1.0,50.030211,Normal
15334,24.5,5.0,479117.0,24.0,23.0,ack,55.0,-------,6.0,13580.0,16091.0,885005.0,server1,Router,42.378549,42.378549,42.388552,0.0,328.204851,18051.3,55.0,0.00844,0.0,42.378549,42.408559,1.030042,50.057349,Normal
15335,1.0,24.1,137568.0,23.0,24.0,tcp,1540.0,-------,2.0,4298.0,16091.0,24780100.0,Router,server1,14.187726,14.187726,14.19785,0.0,328.297855,505578.0,1540.0,0.236321,0.0,14.16748,14.19785,1.0,50.013418,Normal
15336,24.8,8.0,472892.0,24.0,23.0,ack,55.0,-------,9.0,13414.0,16088.0,884840.0,server1,Router,41.901078,41.901078,41.911082,0.0,328.113525,18046.2,55.0,0.008438,0.0,41.901078,41.931088,1.030054,50.061864,Normal
15337,7.1,24.27,580340.0,21.0,23.0,cbr,1000.0,-------,28.0,3208.0,6250.0,6250000.0,Switch1,Router,50.67408,50.67464,50.68472,0.00056,124.941627,124942.0,1000.0,0.059605,0.00112,50.664,50.69536,25.0,75.02336,Normal
15338,24.1,1.0,509577.0,24.0,23.0,ack,55.0,-------,2.0,14348.0,16091.0,885005.0,server1,Router,44.715262,44.715262,44.725266,0.0,328.297902,18056.4,55.0,0.00844,0.0,44.715262,44.745272,1.030016,50.043427,Normal
15339,10.1,24.3,518604.0,23.0,24.0,cbr,1000.0,-------,31.0,2551.0,6250.0,6250000.0,Router,server1,45.428274,45.428477,45.438557,0.000203,124.944225,124944.0,1000.0,0.059605,0.000317,45.408,45.438557,25.0,75.02232,Normal
15340,24.12,12.0,301106.0,24.0,23.0,ack,55.0,-------,13.0,9098.0,16103.0,885665.0,server1,Router,28.723469,28.723469,28.733472,0.0,328.491596,18067.0,55.0,0.008446,0.0,28.723469,28.753478,1.030026,50.051067,Normal
15341,5.0,24.5,127641.0,5.0,21.0,tcp,1540.0,-------,6.0,3988.0,16091.0,24780100.0,clien-5,Switch1,13.232959,13.232959,13.243082,0.0,328.204637,505434.0,1540.0,0.236321,0.0,13.232959,13.263328,1.0,50.027339,Normal
15342,24.2,2.0,237601.0,24.0,23.0,ack,55.0,-------,3.0,7404.0,16091.0,885005.0,server1,Router,23.584633,23.584633,23.594636,0.0,328.26412,18054.5,55.0,0.00844,0.0,23.584633,23.614643,1.030022,50.048477,Normal
